"ingresos","altura","genero","ed","edad","raza"
17600,64.1306012659334,"femenino",16,30,"blanca"
7000,67.9111191499978,"masculino",12,67,"blanca"
30000,74.3458905031439,"masculino",12,32,"blanca"
18000,61.8189569027163,"femenino",11,47,"blanca"
25000,65.1286943771411,"femenino",16,47,"blanca"
6000,59.9612529284786,"femenino",5,62,"blanca"
70000,69.3867915708106,"masculino",18,42,"blanca"
15000,60.7515004030429,"femenino",16,34,"otra"
25000,64.9323283280246,"femenino",17,33,"blanca"
35000,66.2033999038395,"femenino",16,28,"blanca"
18000,69.9158267362509,"masculino",16,24,"blanca"
28000,71.5657105306163,"masculino",15,30,"negra"
15000,63.9053810059559,"femenino",11,21,"hispanica"
22000,71.3330611283891,"masculino",14,28,"hispanica"
35000,73.3903852005024,"masculino",12,30,"blanca"
18000,64.0379839160014,"femenino",15,46,"negra"
35000,67.84231027239,"masculino",14,37,"blanca"
16400,64.2528219458181,"femenino",12,21,"negra"
22000,65.6479450156912,"masculino",16,37,"negra"
30000,66.5467691684607,"femenino",16,58,"blanca"
17000,64.1224241508171,"femenino",12,27,"hispanica"
25000,64.1105987930205,"femenino",14,36,"negra"
10000,62.218656946905,"femenino",12,51,"blanca"
40000,68.9460160594899,"masculino",12,37,"blanca"
12500,63.2408815638628,"femenino",12,63,"blanca"
35000,72.3914105098229,"masculino",15,45,"blanca"
105000,74.5800505771767,"masculino",12,49,"blanca"
1e+05,69.5292017085012,"masculino",18,40,"blanca"
21000,69.3347594749648,"masculino",12,51,"blanca"
10000,64.017628835747,"femenino",14,56,"blanca"
33000,71.9366136612371,"masculino",12,26,"blanca"
26000,69.4623140250333,"masculino",18,25,"blanca"
60000,63.0790669277776,"femenino",10,78,"blanca"
18000,71.1143438261934,"masculino",16,45,"blanca"
15000,59.3417791726533,"femenino",8,61,"blanca"
5000,68.3148615625687,"masculino",13,20,"blanca"
60000,77.0512818135321,"masculino",17,42,"blanca"
12000,68.4196791467257,"femenino",14,69,"blanca"
28000,69.6720099465456,"masculino",18,38,"negra"
42000,69.2819215462077,"masculino",18,43,"blanca"
2000,62.7389899722766,"femenino",12,33,"blanca"
20000,72.7946915561333,"masculino",18,33,"negra"
28000,66.1267404174432,"masculino",15,40,"otra"
10000,72.1921477608848,"masculino",17,62,"negra"
31000,72.2243179453071,"masculino",12,31,"negra"
17000,68.9843225260265,"femenino",13,37,"negra"
16000,67.176553776022,"femenino",12,39,"blanca"
35000,65.6709538414143,"femenino",15,38,"blanca"
3000,67.3462496723514,"femenino",12,26,"blanca"
16000,67.5327790589072,"femenino",18,39,"blanca"
35000,64.5774896510411,"femenino",15,42,"negra"
27000,61.5843523012009,"femenino",17,33,"negra"
25000,69.3851196775213,"masculino",17,29,"blanca"
40000,69.6098164992873,"masculino",16,41,"blanca"
45000,66.0718277760316,"femenino",16,43,"blanca"
14000,65.8561824068893,"masculino",12,23,"blanca"
25000,66.3950547827408,"femenino",14,37,"blanca"
40000,71.8441534875892,"masculino",12,42,"blanca"
34000,68.8989319975954,"masculino",12,35,"blanca"
40000,65.7557774977759,"masculino",12,34,"blanca"
35000,69.4494557990693,"masculino",14,28,"blanca"
12000,60.1562983363401,"femenino",12,51,"hispanica"
30000,64.5687309347559,"femenino",17,43,"blanca"
23000,61.5879171171691,"femenino",12,40,"blanca"
2000,67.0797869774979,"femenino",12,30,"blanca"
20000,67.2121393748093,"masculino",14,25,"blanca"
10000,67.839941291837,"femenino",9,62,"negra"
60000,65.6176809365861,"femenino",16,43,"negra"
12000,74.2434706913773,"masculino",16,41,"negra"
25000,65.4781301610637,"femenino",18,61,"blanca"
22000,62.8898836085573,"femenino",14,73,"negra"
8000,68.1077901558019,"masculino",17,25,"blanca"
2000,66.3980563574005,"femenino",16,21,"blanca"
18600,65.4967782406602,"femenino",16,26,"blanca"
20000,61.5457959207706,"femenino",14,20,"blanca"
1e+05,72.6291592384223,"masculino",18,37,"blanca"
50000,61.8905792434234,"femenino",15,40,"blanca"
27000,69.8138147664722,"masculino",12,42,"blanca"
1000,58.2759423102252,"femenino",12,58,"negra"
18000,68.3714694797527,"masculino",12,20,"blanca"
17000,67.3507021786645,"femenino",14,23,"blanca"
10000,63.8375116372481,"femenino",12,74,"blanca"
14000,70.3615257004276,"masculino",14,35,"blanca"
7200,72.495875000488,"masculino",14,66,"blanca"
33000,63.1919563515112,"femenino",17,39,"blanca"
23000,66.2642826058436,"masculino",12,34,"blanca"
10000,64.8832121312153,"femenino",12,41,"blanca"
22000,60.5863101528957,"masculino",12,24,"blanca"
13000,60.8170393912587,"femenino",12,19,"hispanica"
33000,67.2015290551353,"femenino",12,31,"blanca"
36000,73.1152228959836,"masculino",12,36,"blanca"
10000,70.5210414170288,"femenino",14,32,"negra"
6000,64.4976611409802,"femenino",12,60,"blanca"
12000,66.6480302221607,"femenino",12,43,"blanca"
10000,62.071494508069,"femenino",11,47,"blanca"
21000,67.404314538464,"femenino",12,45,"blanca"
26000,68.6959036430344,"masculino",12,32,"blanca"
22000,66.0655468639452,"femenino",12,50,"negra"
23000,66.184822211042,"femenino",15,54,"negra"
20000,66.4444898909424,"masculino",15,24,"blanca"
10000,65.5093939006329,"femenino",13,38,"blanca"
15000,64.0647174362093,"femenino",12,71,"blanca"
7000,72.1181011961307,"masculino",14,24,"negra"
15000,64.1390078028198,"femenino",12,38,"blanca"
26000,64.7516974899918,"femenino",16,34,"blanca"
10000,72.2032622217666,"masculino",11,31,"blanca"
3000,71.0060888936277,"masculino",14,20,"blanca"
27000,64.1949496320449,"femenino",17,41,"hispanica"
28000,63.6589782878291,"femenino",17,25,"blanca"
15000,66.8621347122826,"femenino",12,27,"blanca"
55000,75.1817034489941,"masculino",18,30,"blanca"
20000,65.8681115207728,"femenino",17,26,"hispanica"
8500,67.1426468736026,"femenino",12,44,"blanca"
30000,70.5824523905758,"masculino",16,30,"blanca"
20000,68.3542571100406,"femenino",12,31,"blanca"
22000,70.4405554183759,"masculino",6,75,"blanca"
25000,66.5050394192804,"masculino",16,26,"blanca"
3000,70.5076539909933,"masculino",8,22,"blanca"
16000,62.6682334686629,"femenino",12,49,"blanca"
10000,61.0443600511644,"femenino",12,39,"negra"
15000,64.8650220427662,"femenino",12,28,"negra"
28000,67.2457408662885,"masculino",12,46,"blanca"
31500,64.9386672431137,"masculino",14,35,"blanca"
95000,65.6895698199514,"masculino",18,52,"blanca"
38000,66.5123910873663,"masculino",12,40,"blanca"
30000,74.2172368587926,"masculino",12,41,"blanca"
35900,73.8027341163252,"masculino",16,42,"blanca"
12000,66.2829656125978,"femenino",13,22,"blanca"
10000,68.9307991340756,"femenino",16,25,"blanca"
45000,66.0970405936241,"femenino",18,44,"blanca"
40000,74.3638928704895,"masculino",16,56,"blanca"
21500,72.379488438135,"masculino",12,27,"blanca"
14000,65.6160315084271,"masculino",12,62,"blanca"
38000,66.5262881193776,"masculino",17,54,"otra"
1000,64.7334522716701,"femenino",12,18,"blanca"
14000,66.3703414259944,"masculino",12,73,"blanca"
15000,64.5228529111482,"femenino",12,31,"blanca"
24000,67.8232622225769,"femenino",13,42,"blanca"
4500,64.1513329579029,"femenino",16,23,"blanca"
18000,64.3531124824658,"femenino",16,63,"blanca"
14000,63.3375678097364,"femenino",12,20,"blanca"
10000,68.9762672523502,"femenino",12,28,"blanca"
9500,67.4400808108039,"femenino",12,32,"blanca"
11000,62.9553020512685,"femenino",15,66,"blanca"
17000,66.8560475034174,"masculino",12,67,"blanca"
6000,59.8254362188745,"femenino",13,28,"blanca"
2500,61.858600725187,"femenino",11,58,"blanca"
40000,72.4413494009059,"masculino",16,41,"blanca"
25000,66.6046881866641,"masculino",16,39,"blanca"
28000,66.3967080917209,"femenino",15,60,"negra"
33000,66.3894168355037,"femenino",12,45,"negra"
4000,59.5719480910338,"femenino",8,64,"blanca"
4100,65.3356692250818,"masculino",16,30,"blanca"
25000,68.5846779118292,"femenino",12,82,"blanca"
32000,71.6611513153184,"masculino",12,28,"blanca"
13000,63.937327418942,"femenino",8,58,"blanca"
8000,64.4891305170022,"masculino",8,27,"hispanica"
17000,64.242999385111,"femenino",12,38,"blanca"
15000,66.7982664266601,"femenino",12,77,"blanca"
18000,65.9947133441456,"masculino",13,32,"blanca"
12000,73.0739032134879,"masculino",12,24,"blanca"
7000,73.8273312945385,"masculino",7,49,"blanca"
1200,64.8353945093695,"femenino",14,22,"blanca"
14000,63.1185053493828,"masculino",12,21,"blanca"
17000,63.4320272356272,"femenino",12,40,"blanca"
30000,66.3462946400978,"masculino",12,42,"blanca"
25000,69.919380646199,"masculino",12,53,"blanca"
22000,65.8685826384462,"femenino",12,33,"hispanica"
15000,63.4429433343466,"femenino",12,21,"blanca"
27000,73.0780679241288,"masculino",12,91,"blanca"
20000,63.017048513284,"femenino",16,26,"blanca"
9000,68.9243996194564,"femenino",11,34,"blanca"
17000,73.148689922411,"masculino",12,30,"blanca"
1800,67.7939508412965,"femenino",12,46,"blanca"
18000,63.6262521257158,"femenino",12,46,"blanca"
25000,62.5774941665586,"femenino",18,42,"blanca"
20000,70.1058165431023,"masculino",16,41,"negra"
75000,64.3160878219642,"femenino",15,40,"blanca"
3500,65.7593461561482,"femenino",12,40,"blanca"
36000,60.857529477682,"femenino",12,71,"blanca"
30000,72.05727335345,"masculino",12,25,"blanca"
25000,64.5514886740129,"femenino",13,78,"blanca"
1000,64.247388292104,"femenino",14,26,"blanca"
60000,68.0236153220758,"masculino",12,66,"blanca"
35000,73.8918807953596,"masculino",13,76,"blanca"
9000,66.6339445114136,"masculino",13,33,"blanca"
35000,69.8652658255305,"masculino",9,84,"blanca"
11000,66.1165095556062,"femenino",10,58,"blanca"
12000,71.3463016329333,"masculino",12,52,"blanca"
30000,70.8830729103647,"masculino",12,43,"blanca"
19000,71.4718602164648,"masculino",7,57,"negra"
9000,74.418115134351,"masculino",9,61,"blanca"
30000,74.6952897394076,"masculino",16,29,"blanca"
9000,71.9258100336883,"masculino",12,32,"blanca"
15000,65.8553886984009,"femenino",16,30,"hispanica"
8000,64.5297189562116,"femenino",12,31,"negra"
10000,66.4925461856183,"femenino",10,75,"blanca"
33000,71.7065921928734,"masculino",12,37,"blanca"
12000,60.0943229161203,"femenino",12,28,"hispanica"
18000,63.972865117481,"femenino",15,37,"blanca"
30000,64.8197132351343,"femenino",13,61,"blanca"
12500,64.7122951860074,"femenino",12,32,"blanca"
10000,61.97447489365,"femenino",12,36,"negra"
8500,68.2941417184193,"masculino",13,71,"negra"
21000,73.4868731957395,"masculino",14,46,"negra"
21000,63.9375187088735,"femenino",12,77,"blanca"
21000,68.2102016853169,"femenino",17,25,"blanca"
5000,66.1016368656419,"femenino",12,52,"blanca"
22000,71.2258106824011,"femenino",17,36,"blanca"
30000,72.7018498391844,"masculino",14,26,"blanca"
123000,61.4290825952776,"femenino",14,58,"blanca"
8000,63.247136201011,"femenino",9,45,"blanca"
2000,64.3680979916826,"femenino",9,25,"blanca"
7600,67.0414079946931,"femenino",6,62,"blanca"
10000,63.1525118022691,"femenino",12,25,"blanca"
35000,72.7074095846619,"masculino",12,48,"blanca"
15000,66.0758672375232,"femenino",16,57,"blanca"
4000,69.7555258856155,"femenino",12,22,"blanca"
16000,67.8910499149933,"masculino",8,24,"blanca"
200,66.8619089841377,"femenino",12,33,"blanca"
23000,74.1050473561045,"masculino",16,25,"blanca"
16000,63.6024392656982,"femenino",16,27,"blanca"
6000,60.207145865541,"femenino",12,49,"blanca"
600,59.4589273075107,"femenino",9,46,"blanca"
28000,74.5987680319231,"masculino",16,34,"otra"
4000,65.9529423285276,"femenino",8,66,"blanca"
15000,64.1695527641568,"masculino",12,35,"blanca"
15000,71.2640982365701,"masculino",12,25,"blanca"
25000,63.125678841956,"femenino",12,30,"blanca"
15000,67.166294677183,"femenino",12,26,"blanca"
40000,68.5809043662157,"masculino",11,44,"blanca"
30000,70.3438334418461,"masculino",11,51,"blanca"
5000,66.3889410509728,"femenino",12,29,"blanca"
35000,73.5871822184417,"masculino",14,34,"blanca"
16000,64.7888168713544,"femenino",14,31,"blanca"
28000,63.5354872345924,"femenino",16,40,"blanca"
20000,67.6372160494793,"masculino",15,42,"blanca"
21000,65.6021221771371,"masculino",13,30,"blanca"
17000,68.8357962921727,"masculino",12,42,"negra"
24000,59.9318950211164,"femenino",13,50,"blanca"
25000,60.7966029706877,"femenino",12,75,"blanca"
40000,75.0341391179245,"masculino",12,46,"blanca"
8000,63.9349564949516,"femenino",13,19,"blanca"
19000,62.7496165225748,"femenino",15,45,"hispanica"
45000,67.2227291113231,"femenino",16,69,"blanca"
5000,64.1016586939804,"masculino",17,33,"negra"
24000,63.4339562803507,"femenino",14,40,"negra"
5000,67.0714692301117,"femenino",14,19,"blanca"
33000,65.877951894654,"masculino",16,34,"blanca"
24000,65.2222937333863,"femenino",14,24,"blanca"
6000,62.642509753583,"femenino",13,23,"blanca"
90000,66.4362261574715,"femenino",14,55,"blanca"
57000,64.098001688486,"femenino",18,47,"blanca"
13800,70.7423235538881,"masculino",14,54,"blanca"
30000,71.2493104885798,"masculino",18,37,"blanca"
15000,71.7096099415794,"masculino",12,40,"blanca"
15000,59.6646015061997,"femenino",14,75,"blanca"
31000,69.7866513701156,"masculino",12,29,"blanca"
33000,73.997245200444,"masculino",17,40,"blanca"
30000,67.559160167817,"masculino",18,61,"blanca"
12000,74.3389886997174,"masculino",12,38,"blanca"
5000,75.0072131711058,"masculino",12,22,"blanca"
21000,68.1615817409474,"masculino",12,59,"blanca"
28000,62.5865481055807,"femenino",18,46,"blanca"
12000,72.0387520019431,"masculino",12,31,"blanca"
19000,64.4941375511698,"femenino",12,46,"blanca"
6000,62.6084156180732,"femenino",14,35,"blanca"
5300,65.9054290335625,"femenino",13,60,"blanca"
15000,60.8760118586943,"femenino",13,28,"blanca"
17000,73.1218881614041,"masculino",12,46,"blanca"
4700,65.5422751298174,"femenino",12,78,"negra"
9500,62.0742737669498,"femenino",12,65,"blanca"
1700,64.5359115055762,"masculino",12,22,"blanca"
5400,62.3534984274302,"femenino",12,31,"blanca"
10000,68.1173621783964,"masculino",12,31,"blanca"
25000,58.8804178463761,"femenino",15,83,"blanca"
35000,68.421258529881,"femenino",16,43,"blanca"
28000,62.7864373757038,"femenino",18,44,"blanca"
42000,62.7600146299228,"femenino",12,40,"blanca"
45000,67.8270416911691,"masculino",12,58,"blanca"
55000,64.1576990317553,"femenino",12,51,"blanca"
36000,70.1055628673639,"femenino",16,30,"blanca"
25000,70.2716675787233,"masculino",10,31,"blanca"
19000,72.1889855356421,"masculino",12,28,"blanca"
38000,68.9013646366075,"masculino",11,50,"blanca"
15000,63.0725917625241,"femenino",14,37,"blanca"
4500,57.9729008327704,"femenino",5,85,"blanca"
96000,63.1198861969169,"femenino",14,27,"blanca"
11000,62.7055552257225,"femenino",12,47,"blanca"
9000,72.5743073981721,"masculino",15,34,"blanca"
5000,69.4136273902841,"femenino",14,24,"blanca"
50000,69.8250379797537,"masculino",12,51,"blanca"
6000,64.8970507050399,"femenino",13,44,"blanca"
1e+05,71.5157196354121,"masculino",13,22,"blanca"
16500,61.9161574428435,"femenino",13,46,"blanca"
32000,71.6078191050328,"masculino",14,40,"blanca"
30000,72.7596438566688,"masculino",18,41,"blanca"
10000,67.9116737351287,"femenino",16,42,"blanca"
15000,66.1322631591465,"femenino",12,19,"blanca"
6500,59.9059817993548,"femenino",8,83,"blanca"
26000,60.3074262724258,"femenino",18,63,"blanca"
17000,64.8763955656905,"femenino",12,59,"blanca"
22000,62.8054244727828,"femenino",18,59,"otra"
10000,63.935229404131,"femenino",12,41,"blanca"
50000,70.5047459574416,"masculino",14,58,"blanca"
20000,67.1789318870287,"masculino",12,35,"blanca"
400,62.9028687588871,"femenino",12,31,"blanca"
16000,65.0806493791752,"femenino",14,59,"blanca"
10000,66.4265577252954,"femenino",12,66,"blanca"
14000,62.9400092116557,"femenino",13,58,"blanca"
5000,65.1997192925774,"femenino",15,20,"blanca"
40000,73.7885054210201,"masculino",16,34,"blanca"
5000,67.1885961014777,"femenino",13,55,"blanca"
25000,67.5455078897066,"femenino",17,47,"blanca"
12000,65.2562608933076,"femenino",12,51,"blanca"
58000,63.7021797280759,"femenino",16,34,"blanca"
18000,67.8346028642263,"femenino",16,26,"blanca"
1000,65.4882144497242,"masculino",12,18,"blanca"
21000,71.7643816049676,"masculino",17,47,"blanca"
11000,65.6980351780076,"masculino",12,62,"negra"
13000,63.6610339356121,"femenino",12,36,"blanca"
20000,59.6348432512023,"femenino",16,88,"otra"
25000,71.6911602092441,"masculino",12,35,"negra"
600,63.515125651611,"femenino",12,43,"blanca"
25000,67.2818538290448,"masculino",14,26,"negra"
36000,67.8466571427416,"masculino",12,28,"blanca"
15000,64.0557856648229,"femenino",13,33,"otra"
3500,65.6233519639354,"femenino",12,51,"blanca"
19005,64.6128733549267,"femenino",16,34,"blanca"
62000,70.3626964199357,"masculino",14,54,"blanca"
25000,70.1358157664072,"masculino",12,42,"blanca"
50000,66.0388167561032,"masculino",12,52,"blanca"
40000,65.6676843368914,"masculino",12,61,"blanca"
26000,73.6820804609451,"masculino",18,26,"blanca"
22000,62.2342993137427,"femenino",12,48,"blanca"
21000,65.5804696667474,"femenino",17,39,"blanca"
6108,62.3429079591297,"femenino",12,65,"blanca"
30000,64.7166479658335,"femenino",18,64,"negra"
6000,63.4164406165946,"femenino",12,78,"blanca"
27000,70.9338420419954,"masculino",16,29,"blanca"
4000,65.7846293421462,"femenino",16,42,"blanca"
4416,61.5215634717606,"femenino",6,72,"otra"
5000,63.1392037631012,"femenino",10,87,"blanca"
45000,66.5699411761016,"masculino",18,40,"blanca"
18000,60.7626508467365,"femenino",14,45,"blanca"
6000,66.402412298834,"femenino",15,22,"blanca"
14000,72.400087579852,"masculino",12,24,"blanca"
35000,69.3262861608528,"femenino",14,24,"blanca"
15000,64.1480483349878,"femenino",16,29,"blanca"
12000,62.5025778540876,"femenino",12,29,"negra"
1000,59.6361775987316,"femenino",12,47,"blanca"
32000,69.8460905931424,"masculino",15,33,"negra"
1500,72.7996517899446,"masculino",12,19,"blanca"
3000,64.8741226505954,"femenino",16,23,"negra"
35000,64.2753894163761,"femenino",12,42,"blanca"
70000,71.6051603020169,"masculino",15,48,"blanca"
21000,67.1320436862297,"femenino",16,28,"blanca"
50000,69.1055437102914,"masculino",11,18,"blanca"
15000,70.9007855823729,"masculino",9,21,"blanca"
9000,65.9926642058417,"femenino",8,35,"negra"
10000,63.2155107557774,"femenino",14,25,"negra"
30000,71.3728940815199,"masculino",12,47,"blanca"
16000,72.0787559053861,"masculino",14,21,"blanca"
20000,67.9392667280044,"masculino",12,51,"blanca"
1e+05,71.9471121339593,"masculino",17,54,"blanca"
10000,65.6624221764505,"femenino",12,43,"blanca"
35000,66.4707740144804,"masculino",14,63,"blanca"
7000,65.4276412578765,"femenino",16,31,"blanca"
8000,71.3595791575499,"masculino",14,27,"negra"
11000,73.6992811185773,"masculino",10,50,"blanca"
25000,70.2095455599483,"masculino",9,47,"blanca"
25000,64.3359016389586,"femenino",14,45,"blanca"
30000,69.2357667284086,"masculino",14,48,"blanca"
48000,63.1680263262242,"femenino",18,34,"blanca"
17000,67.9717842901591,"femenino",12,46,"blanca"
26000,72.6362950555049,"masculino",16,24,"blanca"
10000,62.6456393257249,"femenino",12,61,"blanca"
60000,71.1519385273568,"masculino",18,53,"blanca"
22000,64.9445758110378,"femenino",18,29,"blanca"
6200,64.2271879205946,"femenino",13,83,"blanca"
24000,64.7468962415587,"femenino",16,32,"blanca"
20000,70.6991427598987,"masculino",14,40,"blanca"
7000,69.6152320383117,"femenino",14,30,"blanca"
30000,67.7026980684604,"femenino",16,48,"negra"
23000,66.0932912498247,"femenino",18,28,"blanca"
20000,64.3995664981194,"femenino",12,40,"blanca"
3000,65.8801853761543,"femenino",16,29,"blanca"
30000,69.7354275647085,"masculino",16,41,"blanca"
12000,63.7924082893878,"femenino",14,23,"blanca"
40000,70.6079246331938,"masculino",12,38,"blanca"
15000,63.8364994900767,"femenino",14,23,"blanca"
36000,63.4133760286495,"femenino",16,45,"blanca"
10000,66.2372209748719,"femenino",12,53,"blanca"
13000,68.3807062353007,"femenino",14,48,"blanca"
10000,61.5242542498745,"femenino",12,27,"negra"
30000,68.5324342199601,"masculino",12,37,"negra"
23000,64.4645582907833,"masculino",13,32,"blanca"
20000,69.6098120477982,"masculino",17,68,"blanca"
19000,65.3707539255265,"femenino",13,82,"blanca"
20000,60.7510784952901,"masculino",11,66,"negra"
28000,63.9936560648493,"masculino",14,63,"negra"
13000,64.5811637383886,"femenino",10,80,"blanca"
12000,64.1389522859827,"masculino",12,75,"blanca"
20000,69.3012936029118,"masculino",11,23,"blanca"
25000,73.636581285391,"masculino",12,30,"blanca"
25000,68.1924304887652,"femenino",13,52,"blanca"
18000,66.5964593209792,"femenino",16,40,"blanca"
6000,61.8010745916981,"femenino",10,68,"blanca"
16000,72.2426441868301,"masculino",13,23,"blanca"
45000,73.4603414568119,"masculino",16,38,"blanca"
25000,69.8707578796893,"masculino",14,69,"blanca"
12000,63.5199660484213,"femenino",14,38,"blanca"
2000,68.2124335137196,"femenino",12,18,"blanca"
10000,62.9120654594153,"femenino",12,18,"blanca"
14000,70.7202568724751,"masculino",12,36,"blanca"
15000,63.7418124296237,"femenino",12,31,"blanca"
10000,60.3611078662798,"femenino",12,39,"blanca"
1200,65.7663173661567,"femenino",4,64,"blanca"
15000,58.9233640546445,"femenino",14,62,"blanca"
10000,63.1004373037722,"femenino",13,64,"blanca"
2000,66.2017662236467,"masculino",12,18,"blanca"
4000,65.4458502666093,"femenino",13,33,"blanca"
10000,64.3927082871087,"femenino",14,32,"blanca"
1500,65.7741802763194,"femenino",12,23,"blanca"
18000,65.5005826782435,"masculino",17,26,"hispanica"
4000,72.8974044681527,"masculino",15,24,"blanca"
28000,72.4473705240525,"masculino",16,26,"blanca"
10000,74.3262792169116,"femenino",14,22,"blanca"
3000,64.6559893963858,"femenino",16,22,"blanca"
12000,70.6120698328596,"masculino",12,21,"blanca"
19000,68.075676554814,"femenino",13,45,"blanca"
36000,70.4906637528911,"masculino",16,39,"blanca"
7000,64.2171314547304,"femenino",16,59,"blanca"
35000,58.7246838239953,"femenino",11,34,"blanca"
40000,67.9028802830726,"masculino",18,43,"blanca"
15000,67.9303369929548,"masculino",14,25,"blanca"
8000,68.8243652172387,"femenino",13,43,"blanca"
25000,69.4357436893042,"femenino",14,55,"blanca"
28000,75.2653238605708,"masculino",18,38,"blanca"
22000,69.1334203341976,"masculino",14,35,"blanca"
21500,72.045058819931,"masculino",13,24,"negra"
3000,68.3367626713589,"femenino",12,23,"blanca"
23000,71.5395746233407,"masculino",13,28,"blanca"
18000,72.3549480997026,"masculino",12,73,"blanca"
20000,67.2974554330576,"masculino",16,71,"blanca"
16000,63.213942541508,"femenino",12,46,"hispanica"
15000,69.2180787411053,"masculino",12,26,"blanca"
53000,62.8764398118947,"femenino",17,32,"hispanica"
26000,72.3050277538132,"masculino",12,27,"blanca"
4000,65.4367829933763,"femenino",12,28,"otra"
10000,72.6858264617622,"masculino",16,59,"blanca"
43000,69.1236804584041,"masculino",12,51,"blanca"
17000,68.8001233250834,"masculino",14,33,"otra"
4000,61.497186410008,"femenino",12,38,"hispanica"
50000,73.1921341440175,"masculino",15,48,"blanca"
55000,66.8629599651322,"femenino",18,51,"blanca"
28000,63.0739348137286,"femenino",16,41,"blanca"
5000,62.1591371519025,"femenino",14,48,"blanca"
18000,65.3974889595993,"femenino",13,49,"blanca"
21000,71.5649013784714,"masculino",15,62,"hispanica"
12000,67.1916023371741,"femenino",12,33,"blanca"
33000,65.4967553981114,"femenino",16,62,"hispanica"
50000,72.4262970278505,"masculino",13,64,"hispanica"
6000,65.3883430580609,"femenino",9,74,"hispanica"
16000,63.8168194582686,"femenino",14,59,"blanca"
35000,68.2084198966622,"masculino",12,50,"blanca"
25000,68.2921116016805,"femenino",12,43,"blanca"
20000,76.3823589219246,"masculino",14,26,"blanca"
18000,62.6169346834067,"femenino",12,36,"blanca"
34000,74.3972181966528,"masculino",14,78,"blanca"
25000,68.4759825065266,"masculino",16,25,"blanca"
20000,72.0817594889086,"masculino",17,77,"blanca"
33000,67.5683371408377,"masculino",12,69,"blanca"
4000,64.5494288266636,"femenino",12,73,"blanca"
20000,60.1043381178752,"femenino",8,77,"blanca"
40000,72.3648484216537,"masculino",16,33,"blanca"
14000,63.7268875539303,"femenino",14,40,"blanca"
12000,68.0110671911389,"femenino",12,48,"blanca"
25000,61.1469014864415,"femenino",12,31,"blanca"
70000,67.0876459286083,"femenino",10,72,"blanca"
38000,67.2036776759196,"femenino",17,55,"blanca"
14000,63.0484166662209,"femenino",12,28,"blanca"
15000,60.245397075545,"femenino",13,37,"blanca"
17000,73.5644999817014,"masculino",16,31,"blanca"
60000,68.8187892029528,"masculino",14,66,"blanca"
15000,66.7472996192519,"femenino",15,69,"blanca"
25000,64.9176344291773,"masculino",16,86,"blanca"
18000,62.2089327827562,"masculino",12,63,"hispanica"
70000,71.8215415803716,"masculino",18,47,"blanca"
30000,64.5780329410918,"femenino",18,59,"blanca"
8000,62.3622855951544,"femenino",12,51,"blanca"
30000,70.9246247929987,"masculino",16,34,"blanca"
27000,71.3594108270481,"masculino",14,32,"blanca"
47000,70.0770235939417,"masculino",18,43,"blanca"
12000,66.5548237608746,"masculino",12,22,"hispanica"
24000,61.771557922475,"femenino",17,34,"blanca"
13000,62.893870125059,"femenino",12,35,"hispanica"
80000,60.8163495606277,"femenino",14,37,"blanca"
5000,71.8125757370144,"masculino",12,18,"blanca"
25000,62.5197184842546,"femenino",10,60,"blanca"
28000,65.8338449902367,"masculino",12,44,"blanca"
8000,64.1267211851664,"femenino",15,20,"blanca"
10000,66.4337777358014,"femenino",13,51,"blanca"
9000,68.261591857532,"femenino",14,41,"blanca"
20000,59.5576235554181,"femenino",12,37,"blanca"
12000,65.1892034471966,"masculino",12,71,"blanca"
15000,64.7662005585153,"femenino",14,66,"blanca"
20000,61.3360496822279,"femenino",14,36,"blanca"
28000,63.9080300128553,"femenino",14,36,"blanca"
265,65.9817171564791,"femenino",15,21,"blanca"
35000,69.3529080820736,"masculino",14,74,"blanca"
26000,65.9986882384401,"femenino",14,32,"hispanica"
27000,66.64219578146,"femenino",17,34,"blanca"
14000,68.3784564004745,"femenino",12,30,"blanca"
32000,65.5163181156386,"masculino",16,33,"blanca"
10000,69.0965938670561,"femenino",14,32,"blanca"
7000,69.3243818427436,"masculino",16,30,"blanca"
28000,71.012645190116,"masculino",17,46,"blanca"
60000,73.8764566772152,"masculino",13,54,"blanca"
12000,68.5399655033834,"masculino",4,62,"blanca"
15000,75.1566600152291,"femenino",13,75,"blanca"
15000,71.852082923986,"masculino",11,63,"blanca"
26000,64.3878880525008,"femenino",15,32,"blanca"
26000,71.6861465619877,"masculino",16,25,"hispanica"
18720,62.7575686697382,"femenino",10,36,"negra"
12000,63.8068574673962,"femenino",12,73,"negra"
80000,70.4283587031532,"masculino",17,39,"blanca"
48000,66.4148362849373,"femenino",13,39,"blanca"
18000,62.4987126043998,"masculino",16,27,"otra"
85000,69.7308326894417,"masculino",15,65,"blanca"
35000,63.64059109753,"femenino",12,47,"negra"
5000,68.703023284208,"masculino",16,22,"blanca"
9000,64.1830050386488,"femenino",13,22,"hispanica"
30000,67.135330461897,"femenino",16,27,"blanca"
80000,71.6713333614171,"masculino",14,58,"blanca"
35000,65.0663586272858,"femenino",16,32,"blanca"
12000,63.3876880758908,"femenino",14,34,"blanca"
2e+05,69.6627641320229,"masculino",18,34,"blanca"
4000,64.2087081049103,"femenino",16,45,"blanca"
2000,68.0492762625217,"masculino",12,18,"blanca"
